user_id,product_id,quantity,rating
U024,77,2,4
U053,59,2,3
U026,62,1,5
U031,3,2,3
U036,42,1,3
U100,17,4,3
U038,53,3,2
U073,97,1,5
U053,67,2,2
U057,79,1,4
U020,11,1,3
U033,67,1,4
U073,66,1,2
U016,64,3,3
U011,60,1,4
U088,5,2,3
U033,42,2,4
U077,102,1,4
U071,52,2,1
U037,68,1,3
U007,34,1,4
U047,80,2,4
U085,2,1,4
U039,16,1,3
U063,26,1,5
U057,94,1,2
U089,72,2,4
U072,16,2,3
U067,7,2,1
U077,62,1,3
U082,69,3,5
U015,4,1,4
U081,80,3,1
U034,88,3,2
U050,2,1,4
U096,53,1,4
U080,49,1,3
U068,18,1,4
U061,36,1,5
U038,67,1,4
U066,96,1,4
U030,56,2,1
U051,11,3,2
U036,69,1,4
U056,73,1,4
U065,85,1,4
U097,86,2,5
U061,25,1,3
U025,85,1,4
U066,98,1,4
U014,75,2,5
U094,40,1,3
U018,19,2,2
U096,23,1,3
U012,23,2,4
U028,24,1,5
U095,25,2,4
U069,38,1,4
U010,26,1,4
U069,53,2,3
U079,21,3,5
U003,68,1,2
U082,95,1,4
U089,93,2,4
U019,90,1,5
U071,58,2,5
U031,60,2,2
U097,14,1,4
U080,9,3,5
U060,89,1,4
U099,23,2,4
U071,21,3,3
U038,81,2,2
U006,33,3,5
U062,14,2,3
U036,74,1,2
U026,29,2,4
U026,37,2,3
U004,8,2,4
U082,23,2,4
U048,91,1,5
U019,57,1,3
U085,20,1,3
U004,14,3,3
U084,39,1,2
U017,88,1,5
U069,90,1,1
U099,39,2,2
U100,101,2,5
U098,2,2,1
U070,80,3,4
U022,74,1,5
U025,95,1,4
U074,58,1,1
U015,81,1,4
U055,46,1,4
U100,69,1,4
U068,22,3,1
U072,96,1,3
U033,18,2,4
U052,1,1,5
U086,21,1,2
U037,29,1,5
U041,3,1,3
U048,5,4,3
U081,66,1,3
U098,71,3,4
U017,49,1,4
U050,73,2,3
U082,41,2,5
U093,3,3,1
U043,26,2,5
U041,41,2,3
U009,28,2,4
U034,30,2,4
U100,11,2,4
U004,100,1,4
U070,49,1,3
U096,16,2,5
U023,81,3,5
U093,63,1,3
U003,20,2,4
U075,21,2,5
U033,100,1,4
U011,84,2,2
U006,88,3,5
U049,69,1,4
U095,53,1,5
U048,58,2,5
U009,89,2,4
U037,49,1,3
U030,65,1,4
U079,7,2,4
U001,30,2,3
U021,72,1,5
U066,54,3,5
U015,16,1,4
U080,74,1,4
U021,89,2,1
U076,30,1,4
U050,22,3,4
U034,14,2,5
U002,29,1,1
U044,55,3,4
U047,65,1,4
U011,82,2,3
U060,78,1,5
U017,79,1,4
U028,40,1,5
U055,83,2,3
U060,52,1,5
U060,61,1,5
U017,89,1,4
U032,79,4,4
U007,15,2,3
U018,29,4,2
U004,44,2,4
U003,81,1,4
U024,57,1,2
U008,12,3,5
U036,57,1,4
U081,97,1,5
U087,38,1,3
U070,102,2,3
U064,56,4,4
U093,24,2,3
U026,26,3,4
U009,54,3,4
U051,40,1,5
U049,96,1,3
U043,47,2,5
U041,23,2,2
U081,55,2,4
U027,61,2,4
U018,68,2,3
U100,79,2,5
U099,57,1,3
U043,9,1,3
U099,19,1,2
U048,96,2,3
U030,37,3,5
U075,23,1,3
U012,6,1,5
U042,35,1,3
U053,48,3,3
U074,87,2,5
U016,65,1,2
U022,49,2,5
U096,21,1,4
U044,31,1,5
U016,20,3,5
U021,86,1,3
U034,62,1,4
U019,100,1,4
U028,45,4,3
U070,71,2,5
U009,43,1,4
U056,40,1,3
U031,12,3,5
U038,64,2,4
U061,88,1,4
U081,41,1,5
U094,27,3,4
U065,18,1,5
U015,12,3,4
U063,39,2,5
U023,76,1,5
U087,73,1,3
U100,93,3,4
U019,5,1,3
U055,36,1,4
U006,20,1,4
U006,43,3,3
U056,23,1,3
U039,31,2,3
U018,15,1,4
U081,17,1,4
U034,53,2,3
U094,56,2,3
U090,36,3,4
U010,80,1,5
U041,92,1,3
U007,101,1,4
U095,61,1,4
U066,59,1,5
U084,12,2,4
U079,11,3,3
U091,7,1,3
U042,20,1,3
U036,67,1,3
U069,58,2,4
U059,39,3,5
U072,9,1,4
U001,70,1,5
U085,40,4,3
U056,46,2,3
U014,45,1,2
U015,21,2,5
U038,55,1,2
U031,28,2,4
U045,29,1,1
U070,26,2,4
U007,40,1,5
U074,100,2,5
U017,22,2,4
U054,42,1,2
U039,60,3,4
U046,23,1,3
U095,97,2,1
U091,40,1,4
U041,70,2,4
U035,23,1,5
U011,59,3,4
U098,33,2,3
U008,87,1,4
U047,7,2,4
U032,65,2,4
U026,35,1,5
U075,2,1,3
U030,42,1,4
U010,3,2,3
U082,51,2,5
U042,82,2,3
U021,77,1,3
U005,73,1,3
U048,34,1,5
U083,7,1,4
U008,97,2,3
U021,62,1,3
U052,73,1,3
U024,53,1,5
U070,7,1,3
U034,18,2,3
U050,12,1,2
U052,30,1,5
U064,63,1,4
U022,3,2,5
U077,9,3,4
U009,9,2,5
U020,67,1,4
U029,39,2,5
U048,27,1,3
U086,71,1,2
U052,21,1,4
U099,65,1,4
U095,102,4,4
U049,73,4,4
U047,24,2,5
U084,20,1,3
U034,35,3,4
U007,66,2,3
U076,24,3,4
U071,43,4,5
U021,96,1,4
U032,69,2,4
U070,86,2,2
U040,102,3,4
U097,12,1,4
U031,98,2,2
U015,2,2,5
U076,47,2,5
U097,5,1,1
U004,69,1,5
U002,9,1,5
U091,90,1,5
U098,45,3,4
U007,29,1,1
U048,45,2,2
U047,46,1,4
U091,51,4,4
U095,18,3,5
U082,8,3,2
U008,6,3,4
U037,85,1,3
U015,91,1,2
U057,5,3,4
U090,1,2,4
U096,33,1,2
U063,7,1,2
U040,1,1,1
U043,101,1,3
U018,35,1,3
U098,39,1,2
U029,86,1,2
U046,86,1,3
U096,42,1,3
U097,39,1,4
U088,25,1,4
U065,14,3,5
U049,28,1,5
U023,39,2,4
U019,53,1,5
U017,19,2,4
U057,12,2,4
U089,23,1,3
U072,97,1,4
U041,39,1,5
U080,102,1,5
U048,18,3,5
U095,78,1,4
U092,3,2,5
U098,54,3,4
U056,19,3,5
U017,80,2,5
U050,45,2,4
U016,59,3,1
U077,75,1,4
U067,74,1,2
U088,13,2,3
U008,79,1,5
U001,76,2,5
U008,81,2,3
U033,91,4,5
U013,31,3,4
U062,9,2,4
U090,72,2,5
U034,31,3,1
U013,11,1,5
U043,93,1,5
U045,96,3,2
U086,40,1,4
U007,9,1,5
U094,58,3,3
U028,56,1,4
U050,79,2,3
U077,77,2,1
U061,82,1,3
U058,51,1,5
U028,85,1,2
U007,92,1,4
U088,85,2,1
U027,48,2,4
U011,69,1,4
U037,88,1,5
U040,2,2,2
U087,6,2,5
U048,31,1,2
U021,37,1,4
U017,11,2,3
U055,23,1,5
U015,60,3,5
U062,85,2,3
U056,68,3,5
U002,60,3,4
U095,92,1,4
U036,88,1,5
U048,76,2,3
U010,11,2,4
U022,72,1,3
U029,91,2,3
U026,33,1,3
U030,101,1,2
U075,97,1,5
U058,25,2,5
U091,68,2,2
U043,64,1,5
U001,36,3,5
U057,73,1,2
U061,8,2,3
U023,60,1,3
U016,19,1,4
U001,29,1,3
U011,35,1,4
U068,53,1,4
U028,55,2,5
U011,76,1,3
U002,41,1,4
U027,14,1,5
U012,36,1,4
U047,37,1,4
U056,5,3,4
U007,43,3,5
U059,54,1,3
U089,85,2,5
U100,89,3,4
U090,37,3,3
U042,14,1,3
U022,6,2,3
U043,33,2,3
U100,13,1,5
U092,58,1,5
U059,86,2,4
U093,91,2,5
U029,90,2,3
U090,93,1,4
U099,100,2,3
U034,28,2,2
U022,69,3,2
U095,65,3,4
U019,36,1,2
U074,94,3,2
U060,23,1,4
U016,43,4,4
U088,17,2,5
U022,46,1,4
U081,51,3,3
U016,2,2,3
U014,12,2,4
U035,38,2,5
U087,45,2,4
U075,73,3,4
U021,48,1,4
U028,38,1,3
U030,39,3,4
U099,62,1,1
U019,94,2,1
U074,23,2,3
U069,39,1,3
U056,8,2,5
U058,34,1,3
U081,29,1,4
U091,49,1,4
U011,94,1,3
U080,73,2,3
U060,84,1,5
U070,50,3,5
U055,55,1,2
U004,53,1,3
U020,83,2,4
U029,21,1,5
U002,21,2,3
U011,14,2,3
U077,34,2,3
U007,69,2,4
U027,9,1,5
U041,19,3,3
U055,12,2,4
U053,75,2,2
U004,32,3,2
U091,12,3,2
U014,67,1,4
U049,89,1,4
U064,39,3,5
U088,26,2,5
U053,11,3,2
U092,80,1,4
U032,95,2,4
U051,69,2,4
U068,93,1,5
U095,5,1,3
U053,30,2,3
U068,96,3,4
U084,40,1,5
U026,83,1,2
U014,84,1,4
U052,87,3,5
U026,48,1,5
U065,66,1,4
U018,93,1,3
U081,98,3,3
U057,19,1,2
U031,51,1,4
U001,95,1,3
U001,18,2,2
U060,51,1,5
U016,17,2,5
U069,32,2,5
U061,31,2,3
U034,72,2,5
U019,70,1,3
U004,87,1,5
U002,35,2,3
U071,61,2,2
U027,71,2,3
U093,26,1,3
U003,48,1,2
U032,91,2,1
U015,64,1,3
U036,63,2,5
U031,59,1,3
U001,100,1,3
U041,73,2,4
U017,82,1,4
U003,14,2,5
U074,60,1,1
U006,35,2,4
U018,22,1,2
U012,2,1,5
U011,47,1,3
U071,45,1,4
U066,50,1,4
U040,82,1,4
U057,91,1,5
U084,100,1,4
U026,85,1,5
U011,12,2,5
U033,79,2,5
U076,57,2,4
U027,96,1,1
U076,22,1,3
U030,33,2,3
U095,24,2,4
U082,7,1,5
U003,77,3,5
U062,96,1,5
U005,80,1,4
U034,90,1,3
U014,63,1,4
U055,38,2,5
U018,97,1,1
U056,70,3,3
U079,5,2,3
U043,77,1,4
U069,89,1,4
U006,92,2,2
U003,34,3,5
U006,1,1,5
U010,6,2,5
U003,78,2,3
U028,11,2,5
U004,13,3,4
U056,30,2,3
U078,102,1,4
U009,60,2,5
U007,36,2,4
U047,18,1,3
U040,62,1,5
U007,4,1,4
U004,98,1,5
U092,61,1,4
U027,81,2,5
U080,44,1,4
U051,82,2,2
U008,32,3,4
U012,82,3,5
U022,102,1,3
U057,82,1,3
U044,33,2,3
U060,36,2,3
U005,67,1,4
U099,13,1,3
U037,1,2,3
U062,36,1,3
U005,92,1,5
U022,17,1,5
U004,101,1,3
U100,59,1,3
U083,22,1,3
U048,12,2,4
U086,82,1,3
U084,57,2,3
U081,62,2,4
U039,2,2,3
U051,66,1,3
U020,101,1,3
U012,47,1,5
U097,79,1,4
U013,89,2,5
U080,62,2,3
U006,63,2,3
U081,64,2,4
U034,32,2,5
U012,97,1,4
U089,68,3,5
U100,97,2,2
U005,54,1,4
U002,42,2,4
U099,5,2,3
U084,70,1,5
U022,59,2,3
U036,92,1,3
U072,75,2,4
U087,33,2,3
U001,15,2,4
U068,33,2,3
U057,29,3,5
U057,96,1,5
U004,52,2,2
U064,38,1,3
U034,68,1,3
U079,37,2,5
U054,28,1,5
U039,99,3,4
U061,59,3,4
U063,20,1,1
U079,67,1,5
U074,83,1,4
U020,10,2,3
U090,66,2,4
U064,18,2,4
U066,91,2,5
U006,71,2,4
U035,2,1,3
U065,81,1,4
U042,50,1,2
U003,63,2,3
U044,87,1,4
U067,52,1,3
U011,79,1,4
U007,93,2,3
U056,12,1,5
U019,63,3,3
U076,10,1,4
U059,50,1,5
U093,41,1,4
U087,91,1,3
U080,15,3,4
U082,49,1,3
U001,87,1,4
U022,97,2,4
U036,20,2,4
U013,28,1,2
U046,71,1,4
U020,85,4,4
U047,50,2,5
U048,89,1,4
U086,94,1,5
U079,1,2,3
U023,36,2,5
U065,89,2,5
U060,88,1,3
U050,87,1,2
U026,78,1,3
U038,31,1,3
U094,68,1,3
U045,67,3,2
U037,69,2,4
U027,94,1,2
U035,82,4,3
U099,25,1,2
U084,34,1,4
U059,69,1,3
U053,13,1,4
U019,13,1,3
U034,98,1,5
U077,53,1,4
U018,10,1,4
U050,57,1,4
U040,9,3,4
U037,94,1,4
U054,60,1,5
U050,81,3,2
U077,29,1,2
U074,14,1,5
U077,22,3,4
U075,65,1,4
U100,43,1,3
U086,7,2,3
U046,72,1,2
U004,83,2,3
U061,23,3,4
U041,51,2,3
U063,73,1,3
U034,76,1,5
U077,24,2,4
U003,70,2,3
U007,85,2,4
U059,71,1,5
U049,86,1,5
U084,37,4,3
U042,101,1,2
U063,16,3,5
U026,7,1,4
U090,41,1,5
U018,65,2,4
U020,6,2,2
U053,53,2,2
U046,56,1,4
U042,47,4,4
U096,26,1,1
U024,37,1,4
U082,19,2,3
U069,81,3,4
U033,27,2,5
U008,74,1,5
U059,31,1,2
U002,5,2,4
U036,15,2,4
U005,77,2,4
U098,28,2,4
U062,82,2,4
U046,14,2,5
U068,82,1,2
U056,3,1,4
U060,34,1,4
U072,3,1,3
U099,26,2,3
U025,20,1,5
U017,59,2,4
U061,16,1,3
U002,82,2,5
U063,82,1,5
U066,83,1,3
U093,50,1,3
U049,37,2,4
U008,59,2,4
U085,60,2,3
U062,37,1,5
U065,39,1,3
U048,32,2,4
U025,68,1,4
U049,7,1,3
U057,24,1,3
U053,65,1,2
U030,17,2,4
U038,95,1,4
U033,68,1,1
U011,58,1,3
U037,51,1,4
U100,73,2,4
U082,18,1,5
U060,50,3,5
U073,25,1,4
U074,43,1,3
U082,2,2,4
U049,90,1,2
U062,84,3,5
U055,92,2,5
U006,78,3,5
U093,77,3,4
U028,6,1,4
U060,80,3,5
U061,26,3,4
U046,81,1,3
U049,71,1,3
U054,19,3,5
U098,82,1,4
U068,92,3,5
U072,56,3,3
U046,43,1,3
U084,47,1,5
U044,102,2,2
U037,17,1,5
U036,75,1,4
U022,52,2,3
U013,1,2,5
U004,60,4,3
U091,41,1,4
U022,51,2,5
U020,8,1,3
U009,91,1,5
U054,91,2,3
U088,9,1,4
U099,48,1,4
U070,31,1,3
U030,22,2,4
U003,42,1,3
U067,83,2,5
U045,74,2,3
U089,96,1,4
U096,15,1,4
U014,56,2,1
U002,8,4,5
U076,20,1,3
U034,26,3,5
U092,19,2,4
U072,81,1,4
U050,13,2,4
U079,34,1,4
U037,97,2,4
U009,98,1,5
U048,57,1,3
U023,57,2,2
U034,86,3,3
U039,43,2,5
U092,37,2,5
U080,34,1,5
U037,45,2,5
U021,46,2,4
U057,78,1,3
U042,95,1,3
U075,22,1,4
U031,64,1,5
U006,82,1,3
U021,20,2,5
U097,43,1,3
U050,28,4,5
U030,26,1,3
U098,37,1,2
U005,75,1,2
U043,79,3,3
U076,78,2,5
U097,21,2,3
U038,87,1,4
U025,49,1,3
U066,35,1,4
U069,36,2,5
U001,12,1,3
U020,62,1,4
U014,43,1,5
U055,32,4,2
U061,63,1,4
U088,74,2,2
U035,44,1,3
U082,64,1,3
U095,95,1,2
U035,95,1,4
U044,53,4,4
U008,40,3,2
U046,51,1,5
U079,78,3,3
U013,85,1,2
U017,60,2,4
U099,102,1,5
U054,21,2,2
U026,21,2,4
U070,90,2,3
U052,47,2,1
U039,90,2,4
U089,13,2,4
U039,39,1,4
U065,90,2,3
U062,44,3,3
U073,79,3,3
U100,92,1,2
U026,12,2,3
U002,94,1,5
U018,60,2,4
U066,12,2,5
U068,6,2,4
U084,99,3,1
U017,2,3,4
U021,79,1,1
U024,47,1,3
U011,20,3,2
U048,97,2,5
U063,53,3,5
U080,100,1,3
U052,2,2,4
U098,1,3,3
U005,11,2,2
U052,66,2,3
U055,53,1,5
U056,29,1,4
U098,40,1,4
U068,67,1,5
U035,79,1,4
U096,58,2,4
U051,88,1,2
U008,80,1,2
U057,41,1,1
U087,63,2,2
U100,30,1,4
U040,59,1,5
U029,92,2,4
U035,99,1,3
U062,25,1,5
U067,71,2,5
U084,45,2,4
U065,78,4,3
U025,65,1,5
U028,101,1,3
U059,8,2,5
U058,90,1,3
U040,71,3,4
U026,16,2,4
U032,44,2,5
U074,62,3,2
U091,6,1,4
U078,91,1,5
U059,87,2,5
U040,48,1,5
U006,65,3,4
U038,39,2,3
U085,64,1,5
U056,25,2,5
U042,12,1,3
U006,7,4,5
U033,62,1,5
U097,74,1,4
U032,66,2,3
U019,20,2,3
U013,77,2,1
U033,85,3,3
U049,46,3,4
U042,92,1,1
U045,66,1,4
U003,101,1,2
U071,85,1,2
U086,16,4,4
U051,42,2,2
U046,87,1,4
U039,71,2,4
U063,80,1,3
U100,19,3,2
U001,32,1,4
U052,74,1,5
U087,72,1,4
U013,10,1,4
U079,97,2,3
U093,69,1,3
U022,10,3,3
U052,14,1,1
U056,90,2,5
U043,39,1,4
U091,73,2,3
U016,50,1,4
U071,54,1,5
U097,101,3,5
U016,76,2,5
U007,23,1,5
U059,74,1,4
U062,20,1,4
U029,9,2,4
U003,82,3,4
U089,50,1,4
U037,18,2,2
U043,22,2,3
U071,38,1,4
U057,86,1,5
U060,19,2,5
U024,67,2,4
U050,20,3,4
U033,72,2,3
U020,88,1,5
U026,67,1,5
U016,93,1,2
U001,65,1,4
U035,83,3,1
U002,100,4,4
U047,58,1,3
U042,41,3,5
U091,99,1,3
U021,93,1,5
U048,16,2,4
U027,45,1,3
U039,62,1,2
U055,5,1,5
U062,88,2,5
U012,71,2,5
U073,86,1,4
U058,39,1,5
U040,91,1,4
U091,74,2,3
U025,70,1,4
U008,43,2,5
U050,68,2,5
U044,64,3,4
U068,14,3,4
U031,31,1,4
U035,33,1,4
U080,59,1,3
U029,88,2,5
U097,78,1,5
U001,28,1,4
U007,59,1,4
U070,101,1,4
U066,44,4,4
U099,89,1,2
U048,81,2,4
U051,90,1,5
U099,91,2,4
U009,3,1,5
U059,30,1,5
U051,51,3,3
U099,15,1,4
U083,13,1,5
U030,36,1,3
U009,53,1,4
U015,20,1,5
U025,17,1,5
U086,67,2,5
U086,33,1,4
U083,4,3,4
U082,39,1,5
U026,58,1,4
U100,86,2,5
U055,64,1,5
U024,50,3,3
U008,31,2,4
U064,88,2,1
U062,77,1,2
U001,91,3,5
U055,62,2,5
U099,42,1,4
U028,94,2,4
U033,49,3,2
U082,20,2,3
U052,5,4,4
U084,82,1,4
U079,50,2,4
U050,19,2,4
U096,90,1,3
U014,53,1,2
U040,63,4,5
U082,61,1,3
U011,62,1,4
U002,49,1,3
U090,18,1,4
U022,91,2,3
U098,42,1,2
U072,58,1,4
U011,90,1,4
U002,30,1,4
